Set,Number,Purpose,Chem1,Chem2,Chem3,Chem4,Chem5,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Mval_01.1,Mval_01.2,Mval_02,Mval_03.1,Mval_03.2,Mval_04,Mval_05,Mval_06.1,Mval_06.2,Remarks
20031103OPD,7,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.90,,88.52,,,,,-0.019,-0.013,
20031103OPD,8,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.47,,88.65,,,,,-0.021,-0.015,
20031103OPD,9,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.61,,88.60,,,,,-0.022,-0.017,
20031103OPD,10,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.58,,88.64,,,,,-0.022,-0.014,
20031103OPD,11,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.33,,88.55,,,,,-0.022,-0.015,
20031103OPD,12,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,15,40,30,130,4.06,,88.55,,,,,-0.023,-0.015,
20031103OPD,13,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.19,,88.38,,,,,-0.021,-0.015,
20031103OPD,14,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.59,,88.46,,,,,-0.018,-0.012,
20031103OPD,15,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.23,,88.42,,,,,-0.026,-0.02,
20031103OPD,16,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.02,,88.49,,,,,-0.024,-0.017,
20031103OPD,17,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.40,,88.34,,,,,-0.016,-0.01,
20031103OPD,18,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,20,40,30,130,4.13,,88.47,,,,,x,x,
20031103OPD,19,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.27,,88.26,,,,,-0.025,-0.018,
20031103OPD,20,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.53,,88.30,,,,,-0.022,-0.017,
20031103OPD,21,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.02,,88.32,,,,,-0.036,-0.029,
20031103OPD,22,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.35,,88.29,,,,,-0.024,-0.018,
20031103OPD,23,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.54,,88.31,,,,,-0.023,-0.017,
20031103OPD,24,Condition_1155,CHM856-810,FKI,15,,810,Sub-II,100,90,75,40,200,25,40,30,130,4.57,,88.34,,,,,-0.022,-0.015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031109OPH,1,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,98.86,81.94,270,,,,
20031109OPH,2,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,98.91,83.09,193,,,,
20031109OPH,3,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,98.90,80.96,280,,,,
20031109OPH,4,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.01,,86.91,98.70,95.91,73,,,,
20031109OPH,5,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.75,,87.08,99.45,96.93,62,,,,
20031109OPH,6,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.78,,86.93,99.43,97.02,58,,,,
20031109OPH,7,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.89,,87.15,99.37,97.19,54,,,,
20031109OPH,8,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.41,,87.05,99.53,97.79,44,,,,
20031109OPH,9,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.41,,87.06,99.64,98.08,38,,,,
20031109OPH,10,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.24,88.74,121,,,,
20031109OPH,11,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.15,87.96,19,,,,
20031109OPH,12,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.42,97.17,66,,,,
20031109OPH,13,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.24,,87.26,99.75,98.32,24,,,,
20031109OPH,14,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.74,,87.23,99.75,98.35,27,,,,
20031109OPH,15,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.77,,87.25,99.77,98.25,30,,,,
20031109OPH,16,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.22,,87.33,99.72,98.39,26,,,,
20031109OPH,17,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,82.78,99.68,97.14,39,,,,
20031109OPH,18,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.36,,82.85,99.74,96.72,50,,,,
20031109OPH,19,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.73,98.15,31,,,,
20031109OPH,20,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.71,97.78,22,,,,
20031109OPH,21,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,x,,x,99.73,97.39,27,,,,
20031109OPH,22,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,80.59,99.30,87.26,265,,,,
20031109OPH,23,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.71,,80.58,99.40,89.55,227,,,,
20031109OPH,24,Condition_1156,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,80.82,99.30,88.37,152,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031110OPD,1,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.88,,87.09,,,,,-0.053680818,-0.047299952,
20031110OPD,2,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,87.06,,,,,-0.051340718,-0.043094539,
20031110OPD,3,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,87.08,,,,,-0.049935764,-0.042618083,
20031110OPD,4,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,87.09,,,,,-0.048897596,-0.04221441,
20031110OPD,5,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,86.90,,,,,-0.042469794,-0.037592463,
20031110OPD,6,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.94,,,,,-0.036069719,-0.027154268,
20031110OPD,7,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,86.97,,,,,-0.04115347,-0.03600422,
20031110OPD,8,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.67,,87.06,,,,,-0.046816395,-0.039047153,
20031110OPD,9,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,10,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,11,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,12,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,13,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,86.85,,,,,-0.045261711,-0.034947448,
20031110OPD,14,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,86.84,,,,,-0.048666819,-0.040368294,
20031110OPD,15,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,86.89,,,,,-0.053701906,-0.046030452,
20031110OPD,16,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,86.88,,,,,-0.05382885,-0.045284019,
20031110OPD,17,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,86.84,,,,,-0.054156357,-0.047434129,
20031110OPD,18,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.76,,86.87,,,,,-0.046203141,-0.039245427,
20031110OPD,19,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.62,,86.82,,,,,-0.043338756,-0.034572325,
20031110OPD,20,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.47,,86.87,,,,,-0.048729531,-0.040436016,
20031110OPD,21,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,86.71,,,,,-0.05648039,-0.046711654,
20031110OPD,22,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.90,,86.80,,,,,-0.044900498,-0.037271085,
20031110OPD,23,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.81,,86.81,,,,,x,x,
20031110OPD,24,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,86.79,,,,,-0.055814875,-0.047091324,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031110OPD,1,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.88,,87.09,,,,,-0.03618,-0.03086,
20031110OPD,2,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,87.06,,,,,-0.02956,-0.02468,
20031110OPD,3,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,87.08,,,,,-0.03929,-0.03322,
20031110OPD,4,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,87.09,,,,,-0.03979,-0.03371,
20031110OPD,5,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,86.90,,,,,-0.03106,-0.02579,
20031110OPD,6,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.94,,,,,-0.04056,-0.03549,
20031110OPD,7,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,86.97,,,,,-0.03121,-0.02703,
20031110OPD,8,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.67,,87.06,,,,,-0.03215,-0.02613,
20031110OPD,9,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,10,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,11,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,12,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,x,,x,,,,,x,x,
20031110OPD,13,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,86.85,,,,,-0.05619,-0.04557,
20031110OPD,14,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,86.84,,,,,-0.03806,-0.03254,
20031110OPD,15,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,86.89,,,,,-0.03286,-0.02841,
20031110OPD,16,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,86.88,,,,,-0.04088,-0.03405,
20031110OPD,17,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,86.84,,,,,-0.03391,-0.02743,
20031110OPD,18,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.76,,86.87,,,,,-0.0345,-0.02868,
20031110OPD,19,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.62,,86.82,,,,,-0.03721,-0.02922,
20031110OPD,20,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.47,,86.87,,,,,-0.04154,-0.03265,
20031110OPD,21,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,86.71,,,,,-0.04181,-0.03251,
20031110OPD,22,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.90,,86.80,,,,,-0.03159,-0.02518,
20031110OPD,23,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.81,,86.81,,,,,-0.03607,-0.02952,
20031110OPD,24,Condition_1157,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,86.79,,,,,-0.03951,-0.03246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031115OPH,1,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,180,20,40,30,130,4.27,,88.14,,,,,,,
20031115OPH,2,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,180,20,40,30,130,4.08,,88.12,,,,,,,
20031115OPH,3,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,180,20,40,30,130,4.09,,88.09,,,,,,,
20031115OPH,4,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,180,20,40,30,130,3.92,,88.08,,,,32,,,
20031115OPH,5,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.06,,88.42,,,,,,,
20031115OPH,6,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.37,,88.39,,,,,,,
20031115OPH,7,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,3.96,,88.40,,,,,,,
20031115OPH,8,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,3.93,,88.39,,,,61,,,
20031115OPH,9,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,230,20,40,30,130,4.03,,88.29,,,,,,,
20031115OPH,10,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,230,20,40,30,130,4.51,,88.24,,,,,,,
20031115OPH,11,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,230,20,40,30,130,4.07,,88.27,,,,,,,
20031115OPH,12,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,230,20,40,30,130,4.08,,88.39,,,,60,,,
20031115OPH,13,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,250,20,40,30,130,3.95,,87.95,,,,,,,
20031115OPH,14,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,250,20,40,30,130,x,,x,,,,,,,
20031115OPH,15,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,250,20,40,30,130,4.20,,87.98,,,,,,,
20031115OPH,16,Condition_1158,CHM856,FKI,15,,810,Sub-I,100,150,75,40,250,20,40,30,130,4.06,,87.87,,,,135,,,
20031115OPH,17,Condition_1159,,,,,,Sub-I,100,150,75,40,200,20,40,30,130,4.50,,88.31,,,,,,,
20031115OPH,18,Condition_1159,,,,,,Sub-I,100,150,75,40,200,20,40,30,130,4.22,,88.21,,,,,,,
20031115OPH,19,Condition_1159,,,,,,Sub-I,100,150,75,40,200,20,40,30,130,4.25,,88.39,,,,,,,
20031115OPH,20,Condition_1159,,,,,,Sub-I,100,150,75,40,200,20,40,30,130,3.99,,88.33,,,,67,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031116OPA,1,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.06,,88.48,,,,,,,
20031116OPA,2,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,3.91,,88.50,,,,,,,
20031116OPA,3,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.31,,88.48,,,,,,,
20031116OPA,4,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.05,,88.41,,,,71,,,
20031116OPA,5,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.15,,88.46,,,,75,,,
20031116OPA,6,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,60,200,20,40,30,130,4.00,,88.32,,,,,,,
20031116OPA,7,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,60,200,20,40,30,130,4.09,,88.41,,,,,,,
20031116OPA,8,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,60,200,20,40,30,130,4.01,,88.32,,,,,,,
20031116OPA,9,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,60,200,20,40,30,130,3.91,,88.39,,,,61,,,
20031116OPA,10,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,60,200,20,40,30,130,4.23,,88.30,,,,54,,,
20031116OPA,11,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,180,200,20,40,30,130,3.75,,88.34,,,,,,,
20031116OPA,12,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,180,200,20,40,30,130,4.04,,88.36,,,,,,,
20031116OPA,13,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,180,200,20,40,30,130,4.05,,88.29,,,,,,,
20031116OPA,14,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,180,200,20,40,30,130,3.99,,88.40,,,,53,,,
20031116OPA,15,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,180,200,20,40,30,130,3.81,,88.31,,,,52,,,
20031116OPA,16,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,300,200,20,40,30,130,4.01,,88.33,,,,,,,
20031116OPA,17,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,300,200,20,40,30,130,3.77,,87.09,,,,,,,
20031116OPA,18,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,300,200,20,40,30,130,4.00,,88.31,,,,,,,
20031116OPA,19,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,300,200,20,40,30,130,4.01,,88.29,,,,66,,,
20031116OPA,20,Condition_1160,CHM856,FKI,15,,810,Sub-I,100,150,75,300,200,20,40,30,130,4.13,,88.32,,,,76,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031117OPD,1,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,180,20,40,30,130,4.98,,88.04,,,,,-0.0098,-0.00383,
20031117OPD,2,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,180,20,40,30,130,4.83,,88.09,,,,,-0.01865,-0.01313,
20031117OPD,3,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,180,20,40,30,130,4.69,,88.01,,,,,x,x,
20031117OPD,4,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,180,20,40,30,130,4.64,,88.06,,,,,-0.01515,-0.00956,
20031117OPD,5,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.60,,88.48,,,,,-0.02162,-0.01579,
20031117OPD,6,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.65,,88.44,,,,,x,x,
20031117OPD,7,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.31,,88.36,,,,,-0.0197,-0.01162,
20031117OPD,8,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.25,,88.28,,,,,-0.01811,-0.01063,
20031117OPD,9,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,230,20,40,30,130,4.21,,88.46,,,,,0.005788,0.014424,
20031117OPD,10,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,230,20,40,30,130,4.61,,88.39,,,,,-0.02594,-0.01682,
20031117OPD,11,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,230,20,40,30,130,4.38,,88.45,,,,,-0.0215,-0.01472,
20031117OPD,12,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,230,20,40,30,130,4.44,,88.35,,,,,-0.02596,-0.01689,
20031117OPD,13,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,250,20,40,30,130,4.09,,87.97,,,,,-0.05967,-0.04311,
20031117OPD,14,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,250,20,40,30,130,4.39,,88.09,,,,,-0.06328,-0.04674,
20031117OPD,15,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,250,20,40,30,130,4.15,,88.04,,,,,-0.0632,-0.04385,
20031117OPD,16,Condition_1161,CHM856,FKI,15,,810,Sub-II,100,150,75,40,250,20,40,30,130,4.27,,88.12,,,,,-0.06009,-0.03991,
20031117OPD,17,Condition_1162,,,,,,Sub-II,100,150,75,40,200,20,40,30,130,4.59,,88.03,,,,,-0.01808,-0.0134,
20031117OPD,18,Condition_1162,,,,,,Sub-II,100,150,75,40,200,20,40,30,130,4.26,,88.24,,,,,-0.02253,-0.01367,
20031117OPD,19,Condition_1162,,,,,,Sub-II,100,150,75,40,200,20,40,30,130,4.73,,88.35,,,,,-0.01568,-0.01018,
20031117OPD,20,Condition_1162,,,,,,Sub-II,100,150,75,40,200,20,40,30,130,4.19,,88.20,,,,,-0.02656,-0.02011,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031122OPH,1,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,60,40,200,20,40,30,130,4.26,,88.40,,,,50,,,
20031122OPH,2,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,60,40,200,20,40,30,130,4.08,,88.53,,,,,,,
20031122OPH,3,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,60,40,200,20,40,30,130,4.06,,88.38,,,,,,,
20031122OPH,4,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,60,40,200,20,40,30,130,4.23,,88.43,,,,,,,
20031122OPH,5,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.17,,88.46,,,,90,,,
20031122OPH,6,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.27,,88.49,,,,,,,
20031122OPH,7,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.21,,88.44,,,,,,,
20031122OPH,8,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,75,40,200,20,40,30,130,4.32,,88.49,,,,,,,
20031122OPH,9,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,100,40,200,20,40,30,130,4.47,,88.38,,,,97,,,
20031122OPH,10,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,100,40,200,20,40,30,130,4.26,,88.45,,,,,,,
20031122OPH,11,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,100,40,200,20,40,30,130,4.20,,88.46,,,,,,,
20031122OPH,12,Condition_1163,CHM856,FKI,15,,810,Sub-I,100,150,100,40,200,20,40,30,130,4.16,,88.51,,,,,,,
20031122OPH,13,Condition_1164,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.05,,88.31,,,,77,,,
20031122OPH,14,Condition_1164,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.24,,88.38,,,,,,,
20031122OPH,15,Condition_1164,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,88.19,,,,,,,
20031122OPH,16,Condition_1164,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,88.36,,,,,,,
20031122OPH,17,Condition_1165,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.41,,85.89,,,,-54,,,
20031122OPH,18,Condition_1165,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,3.73,,85.98,,,,,,,
20031122OPH,19,Condition_1165,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.38,,86.13,,,,,,,
20031122OPH,20,Condition_1165,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.56,,86.08,,,,,,,
20031122OPH,21,Condition_1166,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.36,,85.75,,,,-37,,,
20031122OPH,22,Condition_1166,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.19,,85.64,,,,,,,
20031122OPH,23,Condition_1166,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.30,,85.66,,,,,,,
20031122OPH,24,Condition_1166,,,,,,Sub-I,100,90,80,40,200,22,40,30,130,4.44,,85.77,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031123OPA,1,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,5.34,,88.42,,,,,-0.01524,-0.00782,
20031123OPA,2,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.73,,88.47,,,,,-0.02145,-0.01406,
20031123OPA,3,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.80,,88.40,,,,,-0.0276,-0.02009,
20031123OPA,4,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,40,200,20,40,30,130,4.98,,88.51,,,,,-0.02082,-0.01492,
20031123OPA,5,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,60,200,20,40,30,130,4.54,,88.41,,,,,-0.01996,-0.01149,
20031123OPA,6,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,60,200,20,40,30,130,4.71,,88.53,,,,,-0.02104,-0.01307,
20031123OPA,7,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,60,200,20,40,30,130,4.72,,88.43,,,,,-0.02003,-0.01329,
20031123OPA,8,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,60,200,20,40,30,130,4.71,,88.47,,,,,-0.02399,-0.01584,
20031123OPA,9,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,180,200,20,40,30,130,4.80,,88.41,,,,,-0.02705,-0.01757,
20031123OPA,10,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,180,200,20,40,30,130,4.68,,88.41,,,,,-0.0341,-0.025,
20031123OPA,11,Condition_1167,CHM856,FKI,15,,810,Sub-II,100,150,75,180,200,20,40,30,130,4.36,,88.40,,,,,-0.03722,-0.02673,
